Date,DJFUELUSGULF
2000-06-01,0.78504545454545454545
2000-07-01,0.79657894736842105263
2000-08-01,0.89991304347826086957
2000-09-01,1.01675000000000000000
2000-10-01,0.98268181818181818182
2000-11-01,1.02833333333333333333
2000-12-01,0.86290000000000000000
2001-01-01,0.86995238095238095238
2001-02-01,0.81473684210526315789
2001-03-01,0.74827272727272727273
2001-04-01,0.76960000000000000000
2001-05-01,0.82059090909090909091
2001-06-01,0.76695238095238095238
2001-07-01,0.71157142857142857143
2001-08-01,0.76426086956521739130
2001-09-01,0.73773684210526315789
2001-10-01,0.62195652173913043478
2001-11-01,0.54285000000000000000
2001-12-01,0.51500000000000000000
2002-01-01,0.53266666666666666667
2002-02-01,0.55131578947368421053
2002-03-01,0.63050000000000000000
2002-04-01,0.66863636363636363636
2002-05-01,0.66650000000000000000
2002-06-01,0.65270000000000000000
2002-07-01,0.69133333333333333333
2002-08-01,0.72250000000000000000
2002-09-01,0.80000000000000000000
2002-10-01,0.79021739130434782609
2002-11-01,0.70773684210526315789
2002-12-01,0.81109523809523809524
2003-01-01,0.88671428571428571429
2003-02-01,1.0554210526315789
2003-03-01,0.89338095238095238095
2003-04-01,0.74333333333333333333
2003-05-01,0.71366666666666666667
2003-06-01,0.74766666666666666667
2003-07-01,0.78004545454545454545
2003-08-01,0.82285714285714285714
2003-09-01,0.73847619047619047619
2003-10-01,0.81986956521739130435
2003-11-01,0.83088888888888888889
2003-12-01,0.87642857142857142857
2004-01-01,0.99842105263157894737
2004-02-01,0.93357894736842105263
2004-03-01,0.94673913043478260870
2004-04-01,0.97285714285714285714
2004-05-01,1.0918500000000000
2004-06-01,1.03204761904761904762
2004-07-01,1.1447619047619048
2004-08-01,1.2270000000000000
2004-09-01,1.3623333333333333
2004-10-01,1.5203333333333333
2004-11-01,1.3476500000000000
2004-12-01,1.2231904761904762
2005-01-01,1.3342000000000000
2005-02-01,1.3342631578947368
2005-03-01,1.5621363636363636
2005-04-01,1.5728571428571429
2005-05-01,1.4715238095238095
2005-06-01,1.6538181818181818
2005-07-01,1.6649000000000000
2005-08-01,1.8744782608695652
2005-09-01,2.2323809523809524
2005-10-01,2.3982380952380952
2005-11-01,1.6983000000000000
2005-12-01,1.7274761904761905
2006-01-01,1.8160500000000000
2006-02-01,1.7539473684210526
2006-03-01,1.8747826086956522
2006-04-01,2.0742631578947368
2006-05-01,2.0700454545454545
2006-06-01,2.0808181818181818
2006-07-01,2.1542105263157895
2006-08-01,2.1333043478260870
2006-09-01,1.8107000000000000
2006-10-01,1.7392272727272727
2006-11-01,1.7331000000000000
2006-12-01,1.8100500000000000
2007-01-01,1.6543809523809524
2007-02-01,1.7404210526315789
2007-03-01,1.8463636363636364
2007-04-01,2.0364000000000000
2007-05-01,2.0444090909090909
2007-06-01,2.0993809523809524
2007-07-01,2.1370952380952381
2007-08-01,2.0918260869565217
2007-09-01,2.2653157894736842
2007-10-01,2.3725217391304348
2007-11-01,2.6735714285714286
2007-12-01,2.6011500000000000
2008-01-01,2.6049523809523810
2008-02-01,2.7283500000000000
2008-03-01,3.1246000000000000
2008-04-01,3.3645909090909091
2008-05-01,3.7377619047619048
2008-06-01,3.8782857142857143
2008-07-01,3.8863636363636364
2008-08-01,3.2706666666666667
2008-09-01,3.3750000000000000
2008-10-01,2.3153043478260870
2008-11-01,1.8797894736842105
2008-12-01,1.3753181818181818
2009-01-01,1.4694000000000000
2009-02-01,1.2595789473684211
2009-03-01,1.2676363636363636
2009-04-01,1.3693809523809524
2009-05-01,1.4881000000000000
2009-06-01,1.8049090909090909
2009-07-01,1.7117272727272727
2009-08-01,1.8847142857142857
2009-09-01,1.7491428571428571
2009-10-01,1.9421363636363636
2009-11-01,1.9862000000000000
2009-12-01,1.9793636363636364
2010-01-01,2.0524210526315789
2010-02-01,1.9953888888888889
2010-03-01,2.1083913043478261
2010-04-01,2.2427142857142857
2010-05-01,2.0628000000000000
2010-06-01,2.0575909090909091
2010-07-01,2.0195714285714286
2010-08-01,2.0832727272727273
2010-09-01,2.1136190476190476
2010-10-01,2.2480476190476190
2010-11-01,2.3233333333333333
2010-12-01,2.4530000000000000
2011-01-01,2.6191000000000000
2011-02-01,2.8393157894736842
2011-03-01,3.1250000000000000
2011-04-01,3.2666500000000000
2011-05-01,3.0846190476190476
2011-06-01,3.0465000000000000
2011-07-01,3.1307500000000000
2011-08-01,3.0085217391304348
2011-09-01,2.9477619047619048
2011-10-01,2.9657142857142857
2011-11-01,3.0458571428571429
2011-12-01,2.8729047619047619
2012-01-01,3.0872000000000000
2012-02-01,3.2071500000000000
2012-03-01,3.2557727272727273
2012-04-01,3.2258500000000000
2012-05-01,2.9739545454545455
2012-06-01,2.6780952380952381
2012-07-01,2.8922380952380952
2012-08-01,3.1562173913043478
2012-09-01,3.1910526315789474
2012-10-01,3.1109565217391304
2012-11-01,2.9598571428571429
2012-12-01,2.9396500000000000
2013-01-01,3.0910952380952381
2013-02-01,3.2176842105263158
2013-03-01,2.9692000000000000
2013-04-01,2.8076818181818182
2013-05-01,2.7249545454545455
2013-06-01,2.7686500000000000
2013-07-01,2.8943636363636364
2013-08-01,3.0031818181818182
2013-09-01,2.9343500000000000
2013-10-01,2.8846086956521739
2013-11-01,2.8301000000000000
2013-12-01,2.9551904761904762
2014-01-01,2.9209047619047619
2014-02-01,2.9648947368421053
2014-03-01,2.8904285714285714
2014-04-01,2.8879047619047619
2014-05-01,2.8678571428571429
2014-06-01,2.8831428571428571
2014-07-01,2.8170909090909091
2014-08-01,2.8389047619047619
2014-09-01,2.7292857142857143
2014-10-01,2.4604782608695652
2014-11-01,2.2972631578947368
2014-12-01,1.8011818181818182
2015-01-01,1.4955500000000000
2015-02-01,1.7662105263157895
2015-03-01,1.6285454545454545
2015-04-01,1.7022380952380952
2015-05-01,1.8495000000000000
2015-06-01,1.7324090909090909
2015-07-01,1.5420454545454545
2015-08-01,1.3890000000000000
2015-09-01,1.3929047619047619
2015-10-01,1.3909090909090909
2015-11-01,1.3273500000000000
2015-12-01,1.0842272727272727
2016-01-01,0.92810526315789473684
2016-02-01,0.97160000000000000000
2016-03-01,1.0690909090909091
2016-04-01,1.1474761904761905
2016-05-01,1.2955238095238095
2016-06-01,1.3820909090909091
2016-07-01,1.2646500000000000
2016-08-01,1.2954347826086957
2016-09-01,1.3208095238095238
2016-10-01,1.4569523809523810
2016-11-01,1.3534761904761905
2016-12-01,1.4900476190476190
2017-01-01,1.5113000000000000
2017-02-01,1.5469473684210526
2017-03-01,1.4455217391304348
2017-04-01,1.5064210526315789
2017-05-01,1.4102727272727273
2017-06-01,1.2950454545454545
2017-07-01,1.4222631578947368
2017-08-01,1.5606956521739130
2017-09-01,1.7897000000000000
2017-10-01,1.6588181818181818
2017-11-01,1.7592380952380952
2017-12-01,1.8165000000000000
2018-01-01,1.9543333333333333
2018-02-01,1.8504736842105263
2018-03-01,1.8530476190476190
2018-04-01,2.0154761904761905
2018-05-01,2.1557727272727273
2018-06-01,2.0894761904761905
2018-07-01,2.0976666666666667
2018-08-01,2.1180000000000000
2018-09-01,2.1883157894736842
2018-10-01,2.2488260869565217
2018-11-01,1.9530000000000000
2018-12-01,1.7119444444444444
2019-01-01,1.7930476190476190
2019-02-01,1.9091578947368421
2019-03-01,1.9016666666666667
2019-04-01,1.9769047619047619
2019-05-01,1.9730909090909091
2019-06-01,1.8168500000000000
2019-07-01,1.9168095238095238
2019-08-01,1.8003181818181818
2019-09-01,1.8773000000000000
2019-10-01,1.8611304347826087
2019-11-01,1.8215000000000000
2019-12-01,1.8893809523809524
2020-01-01,1.7695714285714286
2020-02-01,1.5092631578947368
2020-03-01,0.95331818181818181818
2020-04-01,0.60604761904761904762
2020-05-01,0.68585000000000000000
2020-06-01,0.98295454545454545455
2020-07-01,1.0841818181818182
2020-08-01,1.1122380952380952
2020-09-01,1.00633333333333333333
2020-10-01,1.0472727272727273
2020-11-01,1.1326315789473684
2020-12-01,1.3238181818181818
2021-01-01,1.4204210526315789
2021-02-01,1.6008947368421053
2021-03-01,1.6610869565217391
2021-04-01,1.6693809523809524
2021-05-01,1.7523000000000000
2021-06-01,1.8570454545454545
2021-07-01,1.8869047619047619
2021-08-01,1.8171818181818182
2021-09-01,2.0032380952380952
2021-10-01,2.2960952380952381
2021-11-01,2.1930000000000000
2021-12-01,2.0952272727272727
2022-01-01,2.4460000000000000
2022-02-01,2.6815789473684211
2022-03-01,3.4949130434782609
2022-04-01,3.9136500000000000
2022-05-01,3.9016190476190476
2022-06-01,4.1200476190476190
2022-07-01,3.4780500000000000
2022-08-01,3.3391304347826087
2022-09-01,3.2615238095238095
2022-10-01,3.7153500000000000
2022-11-01,3.1603500000000000
2022-12-01,2.8967619047619048
2023-01-01,3.5417000000000000
2023-02-01,2.7795555555555556
